time_s,"pressure_(0,0)_Pa","pressure_(1,0)_Pa","pressure_(2,0)_Pa","pressure_(5,0)_Pa","pressure_(10,0)_Pa",pressure_gemessen_BH10_Pa
2960.0,3799430.998870259,2188512.8357631974,1483154.768435781,726713.5314555897,251875.527969826,3499997.6752002942
2970.0,3867205.223270684,2247047.130886153,1529637.9489091611,753713.6306262736,266734.78189817,3516883.3735168492
2980.0,3912125.770416411,2290048.7388564544,1568629.0747838244,780450.4173753352,281553.6728236663,3516883.3735168492
2990.0,3948727.14450413,2325838.723958657,1602481.069252195,806164.5072475722,296340.7145412439,3522706.0281087663
3000.0,3980691.019490877,2357329.472636246,1632788.1309870358,830633.8589730682,311051.1935527396,3516883.3735168492
3010.0,4009535.2158084735,2385849.6778996065,1660480.5366592484,853865.1198632016,325624.67889612494,3510187.320736146
3020.0,4036057.713887925,2412128.8297173837,1686130.9299322024,875941.8610670697,340006.6107918853,3499415.409741104
3030.0,4060742.150928896,2436619.545246378,1710117.7636802848,896965.1795499885,354155.7197924925,3499415.409741104
3040.0,4083910.586928284,2459627.6282931888,1732706.960939266,917032.839160452,368044.1993266658,3504655.7988738297
3050.0,4105792.317206102,2481372.924246042,1754094.794225884,936233.0047580312,381655.3220406264,3499415.409741104
3060.0,4126558.882098064,2502021.036541018,1774431.8879552556,954643.2493420808,394980.6766389073,3457492.2966793138
3070.0,4146343.55427262,2521701.2767534475,1793837.4781187535,972331.3309135016,408017.79219333245,3476124.791373444
3080.0,4253543.416997143,2573975.1526747253,1826807.1230852637,993154.7286527212,422500.5500689595,3872065.3036236665
3090.0,4291536.249828453,2608431.289169104,1856478.2566945828,1014229.7856050668,436754.4134809901,4081680.8689326365
3100.0,4319826.301764045,2635983.5687098224,1882443.577528628,1034829.4317577214,450823.90879301575,4110794.141892212
3110.0,4344389.843840297,2660221.273865874,1905887.995118208,1054649.5776556544,464707.7966343051,4128262.1056679576
3120.0,4366756.345428841,2682388.004963386,1927548.1285101569,1073635.571490934,478382.4652364033,4134084.760259874
3130.0,4387568.073445719,2703056.2243878883,1947845.9739934437,1091824.4095425203,491821.894651816,4134084.760259874
3140.0,4407169.785725959,2722545.404762493,1967042.113598073,1109277.725095943,505006.4276985469,4139907.4148517894
3150.0,4425775.306612158,2741057.8734395374,1985311.020847716,1126058.5957967434,517924.3996411614,4154464.051331568
3160.0,4443530.573785254,2758733.50122894,2002777.5228514152,1142224.641914463,530570.9413267159,4163198.0332194497
3170.0,4460542.148539067,2775675.2895562067,2019535.661749933,1157826.671477866,542946.1782696807,4169020.687811365
3180.0,4476891.78303786,2791962.728759177,2035659.1777137388,1172909.072737086,555053.6354022752,4169020.687811365
3190.0,4492644.570627992,2807659.383713728,2051207.7216307851,1187510.653668207,566899.0291360031,4476456.850264462
3200.0,4507853.840902163,2822817.499388741,2066230.7459080347,1201665.5010739693,578489.4128797135,4925965.784760356
3210.0,4721189.698495803,2918558.380677765,2118788.3559361994,1226213.1107016462,594522.4209498754,4942560.350347315
3220.0,4777776.165522907,2969223.46261125,2161017.143536984,1252333.4917126829,610688.3315577271,4927130.315678735
3230.0,4815072.751414191,3005436.032377184,2194832.1246707165,1277676.1127743088,626996.5189367951,4931788.439352271
3240.0,4845506.331195599,3035434.5498740952,2223759.372941844,1301596.1033089887,643308.5745942005,4925965.784760356
3250.0,4872200.143192208,3061883.6171483416,2249584.811898925,1324093.057544974,659473.5695594518,4939066.757592162
3260.0,4896431.792426015,3085952.072746728,2273231.1700330647,1345321.319973842,675380.8205279821,4943433.748536103
3270.0,4918861.65111587,3108261.708387472,2295227.369490762,1365445.2878950017,690963.3796724253,4955079.057719933
3280.0,4939882.003989147,3129187.6395597006,2315905.9458994283,1384606.4735010993,706186.8684639329,4972547.021495678
3290.0,4959748.864341174,3148977.032673226,2335491.755623336,1402920.740499591,721038.0287936981,4966724.366903763
3300.0,4978641.089253392,3167803.690048377,2354145.720869206,1420482.3077536342,735516.3938089422,4966724.36690376
3310.0,5114454.082888882,3237205.7615479566,2398268.128128717,1446289.5820005576,753855.935698888,5417106.699588411
3320.0,5156955.922623588,3276870.313252772,2433665.205458077,1472298.4364705286,772132.0476954579,5420891.425073158
3330.0,5188117.97034948,3307517.174162161,2463129.123630824,1497011.0942421253,790269.154945379,5414777.637751651
3340.0,5214940.782000625,3334121.5450557536,2489183.7813155875,1520232.9808437405,808123.2835386689,5409246.115889328
3350.0,5239229.507993008,3358279.5680450853,2513004.0416348707,1542114.7346721247,825586.5353368716,5420891.425073158
3360.0,5261747.719040777,3380705.620338802,2535189.3486739416,1562842.9758805705,842601.9280872671,5432536.734256988
3370.0,5282904.597133226,3401791.3172178506,2556088.08098631,1582576.3404983892,859149.2480992196,5432536.734256988
3380.0,5302952.540250388,3421781.127393709,2575924.714742189,1601441.0042023428,875229.8866909075,5443017.512522432
3390.0,5322062.542674464,3440841.881378956,2594855.442235005,1619537.0053905274,890856.6192594378,5455827.35262465
3400.0,5340358.404560654,3459094.947837091,2612995.368172176,1636944.7688815687,906047.6344672448,5467472.6618084805
3410.0,5357934.252596462,3476632.9172884747,2630433.102783937,1653730.1082049685,920823.2506220192,5473295.316400396
3420.0,5374864.359837137,3493529.031666527,2647239.20472735,1669947.8222975256,935204.1711718068,5479117.970992311
3430.0,5391209.049107633,3509842.887680544,2663471.3746993006,1685644.2592014791,949210.5901159316,5490763.280176141
3440.0,5407018.446868551,3525624.080242173,2679177.8158297013,1700859.161333661,962861.7603799896,5502408.589359974
3450.0,5422334.982477909,3540914.6369840167,2694399.5015463294,1715627.0152835294,976175.8125260024,5514053.898543803
3460.0,5515048.100765931,3590940.661248922,2727840.5553987413,1736581.9084810915,992317.0401228172,5629342.459463709
3470.0,5545715.021154445,3620032.575615241,2754493.434933155,1757554.5791097367,1008448.1756462842,5874767.350512951
3480.0,5569221.630873373,3643267.957841633,2777095.4528310117,1777485.8533702586,1024447.5984863824,5870982.625028207
3490.0,5589999.887461722,3663932.8528939127,2797472.6698813112,1796327.486586045,1040178.9910434738,5880881.137834468
3500.0,5609181.030107398,3683046.227305329,2816410.023986266,1814227.6752786832,1055561.0814945418,5880881.137834468
3510.0,5627237.303310014,3701054.393563186,2834292.062579344,1831330.2606419816,1070560.336564754,5890488.517911133
3520.0,5644418.518538652,3718198.041579624,2851336.7530194265,1847747.3903849395,1085171.292239047,5898349.101610214
3530.0,5660877.26929073,3734625.708996208,2867682.323567653,1863564.284886842,1099402.5705065138,5909994.410794044
3540.0,5676716.343269703,3750438.085619784,2883424.0721875424,1878846.7678687049,1113269.0815294413,5921639.719977875
3550.0,5692010.030847895,3765708.254330255,2898631.956283853,1893646.9934678408,1126788.0501052644,5933285.029161706
3560.0,5706814.919446221,3780492.04960076,2913359.851440354,1908007.3456909568,1139977.0818250563,5939107.683753621
3570.0,5721175.873895225,3794833.8364447807,2927650.817223047,1921963.0552721368,1152853.2630956587,6064003.624750196
3580.0,5735129.589933874,3808769.9617076,2941540.2863807105,1935543.9789124597,1165432.775629301,6218595.104165556
3590.0,5804411.0989492135,3848280.513227486,2969290.554660472,1954059.275008746,1180252.7983208674,6206949.7949817255
3600.0,5829092.207452916,3871986.304687473,2991446.3340863003,1972389.259142499,1195074.7483026844,6215683.776869593
3610.0,5848757.855951092,3891488.550309273,3010561.199343112,1989790.1081757592,1209754.7964742626,6218595.104165556
3620.0,5866482.918447778,3909144.88946563,3028041.851737529,2006301.880364011,1224172.6626043762,6218595.104165556
3630.0,5883054.986717175,3925675.382829237,3044463.8994612205,2022070.5817899192,1238269.697541671,6230240.413349387
3640.0,5898803.874382352,3941394.390428042,3060104.347240786,2037217.7643009275,1252028.6954256478,6230240.413349387
3650.0,5913904.64946549,3956471.5642052535,3075119.227719848,2051832.8536141848,1265453.2788438196,6236063.067941302
3660.0,5970728.179259428,3991332.370568493,3101171.7540840395,2070602.7287470568,1280853.8914246308,6297783.206615562
3670.0,5993595.185178794,4013543.575097279,3122311.7889036406,2088903.3998559704,1296166.8508011024,6451501.287842169
3680.0,6012573.760110988,4032410.44438051,3140909.3952396084,2106237.01173135,1311248.7446005377,6429957.465852076
3690.0,6029954.506436599,4049741.778761586,3158113.384163828,2122711.1770275678,1326004.489898841,6430248.598581685
3700.0,6046340.543870786,4066096.59815205,3174386.406047187,2138479.249405191,1340399.8765387998,6434033.324066423
3710.0,6061992.671619436,4081725.5719546913,3189954.337014208,2153657.7601132626,1354434.617622692,6437818.049551175
3720.0,6077053.9466368565,4096768.159273518,3204947.513442718,2168330.376856985,1368122.8991561658,6434033.324066423
3730.0,6091614.919347346,4111313.2851346144,3219450.674962275,2182558.667581005,1381483.8033593306,6434324.456796014
3740.0,6138906.773792164,4141737.8041645167,3243043.147094219,2200364.0546687325,1396560.1133475648,6613371.085497401
3750.0,6159537.6410159245,4161908.6873302143,3262449.8296852824,2217667.758071404,1411538.0160529872,6569410.04332846
3760.0,6177156.345555943,4179450.263807231,3279803.760590707,2234113.258055561,1426277.9257641968,6456741.676974901
3770.0,6193514.051609007,4195773.416137209,3296037.4853150314,2249824.105014025,1440702.569960225,6434033.324066423
3780.0,6209072.572263064,4211309.749955328,3311515.549994275,2264937.7187654446,1454791.524930007,6439855.978658338
3790.0,6224032.436633967,4226252.918761132,3326414.6384127545,2279553.0423591994,1468551.7966925346,6427337.271285732
3800.0,6238504.478678462,4240711.326669526,3340836.9617597098,2293739.7213839004,1482000.482764422,6416565.360290676
3810.0,6252559.58430854,4254754.7648085775,3354849.481616796,2307548.717618769,1495157.207940613,6410742.705698761
3820.0,6293028.571634986,4281862.786984482,3376501.1291933856,2324482.715973156,1509837.4718875322,6632003.580191543
3830.0,6311969.373234057,4300467.743511682,3394540.1485069706,2340916.00901035,1524431.12057996,6628801.120165996
3840.0,6328513.005071886,4316956.022194528,3410892.7853243565,2356596.4364149487,1538803.2893224766,6608712.961823883
3850.0,6344043.552061926,4332461.6573167285,3426333.7520853253,2371653.9699480576,1552890.3168620358,6608712.961823883
3860.0,6358926.871633175,4347328.87392705,3441158.610446035,2386211.6153734666,1566680.676241191,6602890.307231967
3870.0,6373322.315911072,4361712.130728946,3455509.657742425,2400354.140574749,1580185.0087822173,6597067.652640051
3880.0,6387318.361478037,4375698.179833944,3469469.232175047,2414140.135230426,1593420.9399486417,6591244.998048136
3890.0,6400971.925990255,4389343.163068359,3483091.464212517,2427612.158824593,1606407.1259543316,6587460.272563398
3900.0,6414323.389789046,4402687.05214082,3496415.258493814,2440802.728298794,1619161.2289067104,6591244.998048108
3910.0,6449508.155010482,4427024.508884188,3516294.799760016,2456776.514451773,1633297.0427382577,6740596.088330772
3920.0,6466953.685228192,4444217.698677892,3533058.422490472,2472297.984448565,1647384.2292463148,6719343.399070273
3930.0,6482480.298675571,4459704.020161134,3548445.564641601,2487187.210941185,1661292.2074007478,6690230.126110696
3940.0,6497205.725351679,4474411.593653715,3563106.714619065,2501571.167079204,1674966.6446769023,6684407.471518782
3950.0,6511423.88901065,4488618.330198842,3577283.3654318177,2515557.2393385954,1688400.573278641,6680040.480574851
3960.0,6525261.973478964,4502447.8205142,3591090.128762105,2529216.4649078758,1701605.066986619,6678584.816926866
3970.0,6538790.17899627,4515969.00677415,3604592.7160569294,2542596.864261753,1714596.0764905964,6664319.313176685
3980.0,6552053.466320708,4529226.2873090645,3617834.0641517006,2555732.8585731275,1727389.7429335157,6668104.0386614315
3990.0,6565083.641469722,4542251.173660925,3630844.91424358,2568650.532531216,1740000.9868704374,4991761.781649229
4000.0,6577904.82345024,4555067.61229335,3643648.759479785,2581370.572505728,1752443.2303482108,1831224.8691575765
